drug_name,brand_name,dosage_mg,rating,review,activity,prescription,preg,csa,alcohol,allergy,disease_list,allergy_cleaned,disease_list_cleaned
aptensio xr,aptensio xr; concerta ; cotempla xr-odt ; jornay pm ; methylin ;,40.0,6.8,11.0,2.0,rx,c,2,x,"'glaucoma', ""a personal or family history of tics (muscle twitches) ortourette's syndrome"", 'trouble swallowing, problems with the stomach, or intestines', 'severe anxiety, tension, or agitation (stimulant medicine can make these symptoms worse)', 'an inability to digest certain types of suga', 'if you have used an mao inhibitor in the past 14 days, such asisocarboxazid, linezolid,methylene blueinjection, phenelzine, ortranylcypromine'",adhd,"glaucoma , personal family history tics muscle twitches ortourettes syndrome , trouble swallowing , problems stomach , intestines , severe anxiety , tension , agitation stimulant medicine make symptoms worse , inability digest certain types suga , used mao inhibitor past 14 days , asisocarboxazid , linezolid , methylene blueinjection , phenelzine , ortranylcypromine",adhd
cotempla xr-odt,common,3.0,6.5,8.0,2.0,rx,c,2,x,none,adhd,none,adhd
desipramine,norpramin,150.0,8.0,2.0,2.0,rx,n,n,x,'if you have recently had a heart attack',adhd,recently heart attack,adhd
evekeo,adzenys xr-odt ; amphetamine sulfate; dyanavel xr ; evekeo; evekeo odt,10.0,6.9,34.0,2.0,rx,c,2,x,"'chest pain or breathing problems caused byheart disease', 'hardening of the arteries', 'moderate to severehigh blood pressure', 'overactive thyroid', 'a history of drug abuse', 'if you are agitated'",adhd,"chest pain breathing problems caused byheart disease , hardening arteries , moderate severehigh blood pressure , overactive thyroid , history drug abuse , agitated",adhd
mydayis,common,50.0,5.7,140.0,2.0,rx,c,2,x,none,adhd,none,adhd
qelbree,common,200.0,5.0,41.0,2.0,rx,unknown,n,n,"'alosetron', 'duloxetine', 'ramelteon', 'tasimelteon', 'tizanidine', 'theophylline'",adhd,"alosetron , duloxetine , ramelteon , tasimelteon , tizanidine , theophylline",adhd
quillichew er,common,20.0,6.0,2.0,2.0,rx,c,2,x,none,adhd,none,adhd
relexxii,aptensio xr ; concerta ; cotempla xr-odt ; jornay pm ; methylin ;,36.0,0.0,0.0,2.0,rx,c,2,x,"'glaucoma', ""a personal or family history of tics (muscle twitches) ortourette's syndrome"", 'trouble swallowing, problems with the stomach, or intestines', 'severe anxiety, tension, or agitation (stimulant medicine can make these symptoms worse)', 'an inability to digest certain types of suga', 'if you have used an mao inhibitor in the past 14 days, such asisocarboxazid, linezolid,methylene blueinjection, phenelzine, ortranylcypromine'",adhd,"glaucoma , personal family history tics muscle twitches ortourettes syndrome , trouble swallowing , problems stomach , intestines , severe anxiety , tension , agitation stimulant medicine make symptoms worse , inability digest certain types suga , used mao inhibitor past 14 days , asisocarboxazid , linezolid , methylene blueinjection , phenelzine , ortranylcypromine",adhd
adzenys er,adzenys er; adzenys xr odt; dyanavel xr ; evekeo ; evekeo odt,0.0,8.0,2.0,1.0,rx,c,2,x,none,adhd,none,adhd
dexmethylphenidate / serdexmethylphenidate,azstarys,8.0,7.3,37.0,1.0,rx,unknown,2,n,"'heart problems or a congenital heart defect', 'high blood pressure', 'a family history ofheart diseaseor sudden death'",adhd,"heart problems congenital heart defect , high blood pressure , family history ofheart diseaseor sudden death",adhd
dyanavel xr,adzenys er ; adzenys xr-odt ; dyanavel xr; evekeo ; evekeo odt,0.0,6.7,30.0,1.0,rx,c,2,x,"'chest pain or breathing problems caused by heart disease', 'hardening of the arteries', 'moderate to severehigh blood pressure', 'overactive thyroid', 'a history of drug abuse', 'if you are agitated'",adhd,"chest pain breathing problems caused heart disease , hardening arteries , moderate severehigh blood pressure , overactive thyroid , history drug abuse , agitated",adhd
evekeo odt,adzenys xr-odt ; amphetamine sulfate; dyanavel xr ; evekeo ; evekeo odt,0.0,0.0,0.0,1.0,rx,c,2,x,"'chest pain or breathing problems caused byheart disease', 'hardening of the arteries', 'moderate to severehigh blood pressure', 'overactive thyroid', 'a history of drug abuse', 'if you are agitated'",adhd,"chest pain breathing problems caused byheart disease , hardening arteries , moderate severehigh blood pressure , overactive thyroid , history drug abuse , agitated",adhd
imipramine,tofranil ; tofranil-pm,10.0,5.5,5.0,1.0,rx,n,n,x,"'you recently had aheart attack', 'you are allergic to otherantidepressants(amitriptyline, amoxapine,clomipramine, desipramine, doxepin,nortriptyline,protriptyline, ortrimipramine)'",adhd,"recently aheart attack , allergic otherantidepressantsamitriptyline , amoxapine , clomipramine , desipramine , doxepin , nortriptyline , protriptyline , ortrimipramine",adhd
viloxazine,qelbree,200.0,5.0,43.0,1.0,rx,unknown,n,n,"'alosetron', 'duloxetine', 'ramelteon', 'tasimelteon', 'tizanidine', 'theophylline'",adhd,"alosetron , duloxetine , ramelteon , tasimelteon , tizanidine , theophylline",adhd
xelstrym,common,0.0,8.7,6.0,1.0,rx,c,2,x,"'moderate to severe high blood pressure, heart problems or coronary artery disease (clogged arteries)', 'overactive thyroid, glaucoma', 'severeanxiety, tension, or agitation (stimulant medicine can make these symptoms worse)', 'a history of drug or alcohol addiction'",adhd,"moderate severe high blood pressure , heart problems coronary artery disease clogged arteries , overactive thyroid , glaucoma , severeanxiety , tension , agitation stimulant medicine make symptoms worse , history drug alcohol addiction",adhd
loratadine,alavert ; claritin ; claritin reditab; ohm allergy relief ; tavist nd ; wal-itin,10.0,4.1,11.0,75.0,rx/otc,b,n,n,"'kidney disease', 'liver disease'",allergies,"kidney disease , liver disease",allergies
hydroxyzine,anx; vistaril ; atarax ; vistaril im; hyzine ; vistaject-50; rezine drug classes: antihistamines ; miscellaneous anxiolytics; sedatives and hypnotics,25.0,7.4,62.0,70.0,rx,n,n,x,"'you have long qt syndrome', 'you are allergic to cetirizine (zyrtec) or levocetirizine (xyzal)'",allergies,"long qt syndrome , allergic cetirizine zyrtec levocetirizine xyzal",allergies
levocetirizine,xyzal ; levrix,5.0,4.8,216.0,62.0,rx/otc,b,n,x,"'kidney disease', 'liver disease', 'urination problems (caused by conditions such asenlarged prostateor spinal cord lesion)', 'gallbladder problems'",allergies,"kidney disease , liver disease , urination problems caused conditions asenlarged prostateor spinal cord lesion , gallbladder problems",allergies
xyzal,common,5.0,4.6,182.0,44.0,rx,b,n,x,"'kidney disease', 'liver disease', 'urination problems (caused by conditions such asenlarged prostateor spinal cord lesion)', 'gallbladder problems'",allergies,"kidney disease , liver disease , urination problems caused conditions asenlarged prostateor spinal cord lesion , gallbladder problems",allergies
cetirizine,zyrtec,10.0,7.3,3.0,22.0,rx/otc,b,n,x,"'fast, pounding, or uneven heartbeat', 'weakness, tremors (uncontrolled shaking), or sleep problems (insomnia)', 'severe restless feeling, hyperactivity', 'confusion', 'problems with vision', 'urinating less than usual or not at all'",allergies,"fast , pounding , uneven heartbeat , weakness , tremors uncontrolled shaking , sleep problems insomnia , severe restless feeling , hyperactivity , confusion , problems vision , urinating less usual",allergies
zyrtec,common,10.0,7.3,3.0,18.0,rx/otc,b,n,x,"'recently used alcohol, sedatives, or tranquilizers', 'liver or kidney disease'",allergies,"recently used alcohol , sedatives , tranquilizers , liver kidney disease",allergies
montelukast,singulair,10.0,0.0,0.0,12.0,rx,b,n,n,"'mental illness or psychosis', 'asthma, or a history of severe allergic reaction (sneezing, runny or stuffy nose, wheezing, shortness of breath) after takingaspirinor another nsaid'",allergies,"mental illness psychosis , asthma , history severe allergic reaction sneezing , runny stuffy nose , wheezing , shortness breath takingaspirinor another nsaid",allergies
vistaril,common,25.0,6.7,3.0,10.0,rx,n,n,x,"'you have long qt syndrome', 'you are allergic to cetirizine (zyrtec) or levocetirizine (xyzal)', 'you are in the first trimester of pregnancy'",allergies,"long qt syndrome , allergic cetirizine zyrtec levocetirizine xyzal , first trimester pregnancy",allergies
fluticasone,"""childrens flonase; flonase allergy relief ; flonase sensimist ; good sense allergy relief (fluticasone); good sense childrens allergy relief;""",0.0,0.0,0.0,9.0,rx/otc,c,n,n,"'sores or ulcers inside your nose', 'injury of or surgery on your nose', 'glaucomaor cataracts', 'liver disease', 'diabetes', 'a weak immune system', 'any type of infection (bacterial, fungal, viral, or parasitic)'",allergies,"sores ulcers inside nose , injury surgery nose , glaucomaor cataracts , liver disease , diabetes , weak immune system , type infection bacterial , fungal , viral , parasitic",allergies
doxylamine,unisom; nytol maximum strength; aldex an,25.0,0.0,0.0,8.0,rx/otc,b,n,x,"'glaucoma', 'anenlarged prostate', 'problems with urination', 'asthma,bronchitis,emphysema, or other chronic lung disease'",allergies,"glaucoma , anenlarged prostate , problems urination , asthma , bronchitis , emphysema , chronic lung disease",allergies
corticotropin,acthar gel; h.p.; acthar ; acthar gel; h.p.;,0.0,1.0,1.0,7.0,rx,c,n,n,"'a fungal infection anywhere in your body', 'herpes infection of the eyes', 'untreated or uncontrolled high blood pressure', 'scleroderma', 'osteoporosis', ""adrenal insufficiency (addison's disease)"", 'a past or present stomach ulce', 'congestive heart failure', 'if you are allergic to pork proteins', 'if you have recently had surgery', 'if you are scheduled to receive a vaccine'",allergies,"fungal infection anywhere body , herpes infection eyes , untreated uncontrolled high blood pressure , scleroderma , osteoporosis , adrenal insufficiency addisons disease , past present stomach ulce , congestive heart failure , allergic pork proteins , recently surgery , scheduled receive vaccine",allergies
fexofenadine,allegra 12 hour allergy; allegra 24 hour allergy; allegra allergy ; allegra otc; aller-ease ;,180.0,0.0,0.0,7.0,rx/otc,c,n,n,'kidney disease',allergies,kidney disease,allergies
allegra,allegra; allegra odt,180.0,0.0,0.0,6.0,rx/otc,c,n,n,"'keep the tablet in its blister pack until you are ready to take the medicine open the package and peel back the foil from the tablet blister do not push a tablet through the foil or you may damage the tablet', 'using dry hands, remove the tablet and place it in your mouth it will begin to dissolve right away', 'do not swallow the tablet whole allow it to dissolve in your mouth without chewing', 'swallow several times as the tablet dissolves if desired, you may drink liquid to help swallow the dissolved tablet'",allergies,"keep tablet blister pack ready take medicine open package peel back foil tablet blister push tablet foil may damage tablet , using dry hands , remove tablet place mouth begin dissolve right away , swallow tablet whole allow dissolve mouth without chewing , swallow several times tablet dissolves desired , may drink liquid help swallow dissolved tablet",allergies
prednisone,rayos ; sterapred ; deltasone,20.0,9.0,1.0,6.0,rx,c,n,n,"'any illness that causes diarrhea', 'liver disease (such as cirrhosis)', 'kidney disease', 'heart disease, high blood pressure, low levels of potassium in your blood', 'a thyroid disorde', 'diabetes', 'a history of malaria', 'tuberculosis', 'osteoporosis', 'glaucoma, cataracts, or herpes infection of the eyes', 'stomach ulcers, ulcerative colitis, or a history of stomach bleeding', 'a muscle disorder such as myasthenia gravis', 'depression or mental illness'",allergies,"illness causes diarrhea , liver disease cirrhosis , kidney disease , heart disease , high blood pressure , low levels potassium blood , thyroid disorde , diabetes , history malaria , tuberculosis , osteoporosis , glaucoma , cataracts , herpes infection eyes , stomach ulcers , ulcerative colitis , history stomach bleeding , muscle disorder myasthenia gravis , depression mental illness",allergies
acthar,common,0.0,1.0,1.0,5.0,rx,c,n,n,none,allergies,none,allergies
benadryl,common,25.0,0.0,0.0,5.0,rx/otc,b,n,x,"'blockage in your digestive tract (stomach or intestines)', 'bladder obstruction or other urination problems', 'a colostomy or ileostomy', 'liver or kidney disease', 'asthma, chronic obstructive pulmonary disease (copd), or other breathing disorde', 'cough with mucus, or cough caused by smoking, emphysema, or chronic bronchitis', 'heart disease, low blood pressure', 'glaucoma', 'a thyroid disorde', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",allergies,"blockage digestive tract stomach intestines , bladder obstruction urination problems , colostomy ileostomy , liver kidney disease , asthma , chronic obstructive pulmonary disease copd , breathing disorde , cough mucus , cough caused smoking , emphysema , chronic bronchitis , heart disease , low blood pressure , glaucoma , thyroid disorde , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",allergies
chlorpheniramine / ibuprofen / phenylephrine,common,4.0,0.0,0.0,5.0,otc,unknown,n,x,none,allergies,none,allergies
allegra allergy,allegra 12 hour allergy; allegra 24 hour allergy; allegra allergy; allegra otc; aller-ease ;,180.0,0.0,0.0,3.0,otc,c,n,n,'kidney disease',allergies,kidney disease,allergies
azelastine,astepro allergy ; childrens astepro allergy; astelin ; astepro,0.0,0.0,0.0,3.0,rx/otc,c,n,x,"'with your head upright insert the tip of the bottle into the nostril and press your other nostril closed breathe in and gently spray the medicine into your nose use in your other nostril if directed', 'if the spray gets in your eyes or mouth or on your skin, rinse with wate', 'do not blow your nose for a few minutes'",allergies,"head upright insert tip bottle nostril press nostril closed breathe gently spray medicine nose use nostril directed , spray gets eyes mouth skin , rinse wate , blow nose minutes",allergies
dexbrompheniramine,ala hist ir; pediavent; ala-hist ir,0.0,9.0,1.0,3.0,otc,c,n,x,"'asthma orchronic bronchitis', 'glaucoma', 'anenlarged prostateand urination problems'",allergies,"asthma orchronic bronchitis , glaucoma , anenlarged prostateand urination problems",allergies
diphenhydramine,allergy relief; allermax ; banophen ; benadryl ; compoz nighttime sleep aid ;,25.0,0.0,0.0,3.0,rx/otc,b,n,x,"'blockage in your digestive tract (stomach or intestines)', 'bladder obstruction or other urination problems', 'a colostomy or ileostomy', 'liver or kidney disease', 'asthma, chronic obstructive pulmonary disease (copd), or other breathing disorde', 'cough with mucus, or cough caused by smoking, emphysema, or chronic bronchitis', 'heart disease, low blood pressure', 'glaucoma', 'a thyroid disorde', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",allergies,"blockage digestive tract stomach intestines , bladder obstruction urination problems , colostomy ileostomy , liver kidney disease , asthma , chronic obstructive pulmonary disease copd , breathing disorde , cough mucus , cough caused smoking , emphysema , chronic bronchitis , heart disease , low blood pressure , glaucoma , thyroid disorde , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",allergies
